item_id,name,description,category,price,address
0x87220cbea7223099:0xd06df0f6a685b19a,Century 14 Downtown Albuquerque,"Chain of movie theaters, some with multiple screens, stadium seats & self-service ticketing kiosks.","['Movie theater', 'Snack bar']",,"Century 14 Downtown Albuquerque, 100 Central Ave SW, Albuquerque, NM 87102"
0x8722744acb7eda2d:0x399c42207d99aa37,Target,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.","['Department store', 'Baby store', 'Clothing store', 'Electronics store', 'Furniture store', 'Grocery store', 'Toy store']",$$,"Target, 6100 Paseo Del Norte NE, Albuquerque, NM 87113"
0x8722719bd85d01ad:0x3af2c0859223bfe7,Hobby Lobby,"Chain carrying a variety of arts & crafts materials, plus party supplies, fabric & home-decor items.","['Craft store', 'Corporate office', 'Fabric store', 'Hobby store', 'Home goods store', 'Picture frame shop', 'Scrapbooking store']",$$,"Hobby Lobby, 10000 Coors Bypass NW, Albuquerque, NM 87114"
0x87220d45567520a9:0x25173c65a253c40b,Dion's,"Casual Southwestern counter-serve chain, offering specialty pies, subs & salads, plus soft drinks.",['Pizza restaurant'],$,"Dion's, 121 Coors Blvd NW, Albuquerque, NM 87121"
0x872273239a2642b5:0xb126dd6a513cf062,PetSmart,"Chain featuring a range of pets, supplies & food (most offer grooming, boarding & other services).","['Pet supply store', 'Pet adoption service', 'Pet groomer', 'Pet trainer']",,"PetSmart, 5600 Coors Blvd NW, Albuquerque, NM 87120"
0x87226e1e7def0657:0x8cd17202ab7938f8,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 6550 Paradise Blvd NW, Albuquerque, NM 87114"
0x87227115a83862e7:0x3fd5bdfcf4d75ec3,Kohl's,"Chain department store offering a wide selection of brand-name clothing, accessories & homewares.",['Department store'],$,"Kohl's, 3715 Ellison Rd NW, Albuquerque, NM 87114"
0x87227813c57194f7:0x4ac4c605eee31b52,Range Cafe Bernalillo,New Mexican dishes & spins on diner classics served all day in eclectic digs with whimsical art.,['Restaurant'],$$,"Range Cafe Bernalillo, 925 S Camino Del Pueblo, Bernalillo, NM 87004"
0x8722704b22e6366f:0xc76a503f416fc4c7,Taco Cabana,"Colorful chain eatery for classic Mexican fare, including freshly made salsa & tortillas.","['Taco restaurant', 'Mexican restaurant', 'Tex-Mex restaurant']",$,"Taco Cabana, 2041 Unser Blvd SE, Rio Rancho, NM 87124"
0x87226f6555555555:0xb0256052b6fbaf0e,Rio Rancho PREMIERE 14,Multiscreen theater chain with stadium seating; some locations with IMAX screen & D-BOX flicks.,['Movie theater'],,"Rio Rancho PREMIERE 14, 1000 Premiere Pkwy SE, Rio Rancho, NM 87124"
0x87220b5be356638d:0xb9959d8572e855dc,Golden Pride Lomas,"Old-school spot known for burritos wrapped in homemade tortillas, along with BBQ, chicken & ribs.","['Barbecue restaurant', 'Fast food restaurant', 'Mexican restaurant']",$,"Golden Pride Lomas, 1830 Lomas Blvd NE, Albuquerque, NM 87106"
0x8722716c7e6f9db1:0x110576c929b60350,PetSmart,"Chain featuring a range of pets, supplies & food (most offer grooming, boarding & other services).","['Pet supply store', 'Pet adoption service', 'Pet groomer', 'Pet trainer']",,"PetSmart, 10248 Coors Bypass NW, Albuquerque, NM 87114"
0x8722738550be771b:0xb5227946c4290dae,Sadie's of New Mexico,Airy outpost of bustling eatery offering heaping platters of classic New Mexican fare & drinks.,"['Mexican restaurant', 'Banquet hall']",$$,"Sadie's of New Mexico, 6230 4th St NW, Los Ranchos De Albuquerque, NM 87107"
0x87227a715f718069:0x9c3942e18ff4b0c1,Lowe's Home Improvement,"Home-improvement chain for appliances, gardening supplies, tools & more (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Building materials supplier', 'Flooring store', 'Furniture store', 'Grill store', 'Hardware store', 'Lawn equipment rental service', 'Outdoor furniture store', 'Rug store']",$,"Lowe's Home Improvement, 3805 Northern Blvd NE, Rio Rancho, NM 87124"
0x87227043cdf6bb25:0x5b6690afb0fd6dfc,Dairy Queen Grill & Chill,Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.,"['Fast food restaurant', 'Ice cream shop']",$,"Dairy Queen Grill & Chill, 2116 Southern Blvd SE, Rio Rancho, NM 87124"
0x8722716f4a5162b1:0xa6e078a5db6ce208,Dion's,"Casual Southwestern counter-serve chain, offering specialty pies, subs & salads, plus soft drinks.","['Pizza restaurant', 'Restaurant']",$,"Dion's, 10010 Coors Bypass NW, Albuquerque, NM 87114"
0x87220accffd63e0b:0x5beaf7b7556d67ee,Sunnyside Up Breakfast and Lunch Cafe,Family-friendly diner-style chain serving homestyle American breakfast & lunch standards.,"['Breakfast restaurant', 'American restaurant', 'Brunch restaurant', 'Family restaurant', 'Restaurant']",$$,"Sunnyside Up Breakfast and Lunch Cafe, 6909 Menaul Blvd NE Suite A, Albuquerque, NM 87110"
0x872271421edc2d9b:0x95f1d8106545bfeb,JOANN Fabrics and Crafts,"Chain providing a wide range of fabrics, plus sewing & arts & crafts supplies (most offer classes).","['Fabric store', 'Baking supply store', 'Bead store', 'Craft store', 'Knit shop', 'Picture frame shop', 'Scrapbooking store', 'Seasonal goods store', 'Sewing shop', 'Yarn store']",$$,"JOANN Fabrics and Crafts, 10131 Coors Blvd NW Ste D3, Albuquerque, NM 87114"
0x872270431d26a59b:0x2001335cd25b3cb0,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 1800 Southern Blvd SE, Rio Rancho, NM 87124"
0x8722732957449b1b:0xeb3c5e6428bef2ac,D.H. Lescombes Winery & Bistro,"Casual bistro with a sun-drenched patio features French country cuisine, local wine & live jazz.","['Bistro', 'Restaurant', 'Vineyard', 'Wine bar', 'Wine store']",$$,"D.H. Lescombes Winery & Bistro, 901 Rio Grande Blvd NW #B-100, Albuquerque, NM 87104"
0x872274918da947b3:0x195573d8a2ac48ee,Sportsman's Warehouse,"Outdoor recreation chain featuring apparel, footwear, equipment & accessories for adults & kids.","['Outdoor sports store', 'Ammunition supplier', 'Hunting and fishing store', 'Sporting goods store']",,"Sportsman's Warehouse, 1450 N Renaissance Blvd NE, Albuquerque, NM 87107"
0x87220b66fd3e5cef:0x15cf3de55cde0406,Cheba Hut Toasted Subs,"Laid-back sandwich-shop chain for creative toasted subs, plus munchies & desserts.","['Sandwich shop', 'American restaurant', 'Bar', 'Salad shop']",$,"Cheba Hut Toasted Subs, 115 Harvard Dr SE, Albuquerque, NM 87106"
0x8722741d1ce3d467:0xd93efdba410b3d29,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 220 Al St, Albuquerque, NM 87114"
0x87220cce047f8289:0x373175963ed88581,Monroe's Restaurant,Veteran family-friendly New Mexican diner-style spot also serving burgers & other American basics.,"['Mexican restaurant', 'Caterer']",$,"Monroe's Restaurant, 1025 4th St NW, Albuquerque, NM 87102"
0x871847928a157997:0xdaa60e7246c8e3d0,Hilton Santa Fe Buffalo Thunder,"Sprawling Native American-inspired casino resort with 3 golf courses, 6 restaurants & a spa.",['Hotel'],,"Hilton Santa Fe Buffalo Thunder, 20 Buffalo Thunder Trail, Santa Fe, NM 87506"
0x87185041fd0daec3:0xca6bef1c28873a89,Tomasita's,"Lively go-to for enchiladas, sopapillas, flautas & more Southwestern favorites amid basic decor.","['Southwestern restaurant (US)', 'Bar', 'Restaurant']",$$,"Tomasita's, 500 S Guadalupe St, Santa Fe, NM 87501"
0x8718f34a11c26a5f:0x19d17b9bc272cb74,The Mine Shaft Tavern & Cantina,"Rustic roadside saloon established in 1899 offering draft beer, New Mexican fare & live music.",['Bar & grill'],$$,"The Mine Shaft Tavern & Cantina, 2846 NM-14, Madrid, NM 87010"
0x872274064a8ff387:0xcc439cabc3e5f0cf,El Bruno Restaurant Y Cantina,"Tacos & other Mexican classics are the draw at this casual, family-owned establishment with a patio.","['Mexican restaurant', 'Restaurant']",$$,"El Bruno Restaurant Y Cantina, 8806 4th St NW, Los Ranchos De Albuquerque, NM 87114"
0x87220b10769f71e5:0x8edd4888b95bbbdc,Loyola's Family Restaurant,New Mexican favorites are the focus of this humble standby open for breakfast & lunch.,"['Mexican restaurant', 'Restaurant']",$$,"Loyola's Family Restaurant, 4500 Central Ave SE, Albuquerque, NM 87108"
0x8718a0750a38ea6f:0x4ad10500c055f776,Basil Leaf Vietnamese Restaurant,"Noodle soups, salads, rice dishes & other classic Vietnamese fare served in a snug, serene space.","['Vietnamese restaurant', 'Asian restaurant', 'Restaurant']",$,"Basil Leaf Vietnamese Restaurant, 1225 Eubank Blvd NE, Albuquerque, NM 87112"
0x8722786477642461:0x20bfb1a52f32f729,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 413 W Highway 44, Bernalillo, NM 87004"
0x87220cc5787cf5c5:0xb81e8aaeb1830bdd,Dog House Drive In,"No-frills, old-school take-out spot known for unfussy burgers, chili cheese dogs, fries & shakes.","['Hot dog stand', 'Fast food restaurant', 'Restaurant']",$,"Dog House Drive In, 1216 Central Ave NW, Albuquerque, NM 87102"
0x872272b9ffec2a81:0x51fcc42473cfdab3,Denny's,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.","['Diner', 'American restaurant', 'Breakfast restaurant']",$,"Denny's, 1602 Coors Road NW, Albuquerque, NM 87121"
0x871776f5c94bbfb5:0x90a46d95988cb141,Rio Grande Gorge Bridge,"One of America's highest bridges, this impressive overpass spans across the Rio Grande Gorge.","['Bridge', 'Tourist attraction']",,"Rio Grande Gorge Bridge, New Mexico 87529"
0x8722716ee269eaaf:0x22a5cca4a1ee1dfc,Texas Roadhouse,Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,"['Steak house', 'American restaurant', 'New American restaurant']",$$,"Texas Roadhouse, 10030 Coors Blvd Bypass NW, Albuquerque, NM 87114"
0x872274ff6cedc143:0x5ef08aafbdde58d1,Taco Cabana,"Colorful chain eatery for classic Mexican fare, including freshly made salsa & tortillas.","['Taco restaurant', 'Mexican restaurant', 'Tex-Mex restaurant']",$,"Taco Cabana, 6500 San Mateo Blvd NE, Albuquerque, NM 87109"
0x872274feddd1b53b:0x1b97b1ac98956dd5,Olive Garden Italian Restaurant,"Lively, family-friendly chain featuring Italian standards such as pastas & salads, with a full bar.","['Italian restaurant', 'Caterer', 'Family restaurant', 'Gluten-free restaurant', 'Takeout Restaurant', 'Seafood restaurant', 'Soup restaurant', 'Wine bar']",$$,"Olive Garden Italian Restaurant, 6301 San Mateo Blvd NE, Albuquerque, NM 87109"
0x87220afb584588b3:0xe110acf683945304,The Downs Racetrack & Casino,"High energy spot for live horse racing, slots, table games & upscale restaurant.","['Casino', 'Tourist attraction']",,"The Downs Racetrack & Casino, 145 Louisiana Blvd NE, Albuquerque, NM 87108"
0x872272bfbfd3463f:0x574f2ed5c067e83b,Krispy Kreme,"Longtime chain serving a variety of donut flavors & shapes, plus coffee & frozen drinks.","['Donut shop', 'Coffee shop', 'Dessert shop', 'Fast food restaurant']",$,"Krispy Kreme, 2670 Coors Blvd NW, Albuquerque, NM 87120"
0x87185016864bfc67:0x25a58864adebdad3,DeVargas Center,"Shopping & dining locale featuring boutiques, a grocery store, plus casual & fast-food eateries.",['Shopping mall'],,"DeVargas Center, 564 N Guadalupe St, Santa Fe, NM 87501"
0x87220ad2f26cb1bf:0x7fcc285000e0783d,Victoria's Secret & PINK,"Chain retailer known for housebrand women’s lingerie, plus pajamas, loungewear & beauty products.","['Lingerie store', 'Perfume store', 'Sportswear store', 'Swimwear store', ""Women's clothing store""]",$$,"Victoria's Secret & PINK, 6600 Menaul Blvd NE, Albuquerque, NM 87110"
0x872274e24a6f6ceb:0x8c13e6b4efc946e3,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 5000 A, San Mateo Blvd NE, Albuquerque, NM 87109"
0x872278f9b750ef81:0x711c9256c5d854e2,Whataburger,"Circa-1950 fast-food chain for counter-serve burgers, some stacked with multiple patties.","['Restaurant', 'Breakfast restaurant', 'Chicken restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Takeout Restaurant']",$,"Whataburger, 4196 NM-528 NE, Rio Rancho, NM 87144"
0x8718a07e97b3cf8f:0x88b114cef211d01b,Ross Dress for Less,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.","['Clothing store', 'Department store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]",$,"Ross Dress for Less, 350 Eubank Blvd NE, Albuquerque, NM 87123"
0x87220ad2f26cb1bf:0xf7f2ad27517d210,Kohl's,"Chain department store offering a wide selection of brand-name clothing, accessories & homewares.",['Department store'],$,"Kohl's, 6600 Menaul Blvd NE, Albuquerque, NM 87110"
0x87220a9d6b5f59fb:0xf064cd769c80806e,Los Altos Park,City park offering lots of recreation options from an indoor swimming pool to a skate park.,"['Park', 'Tourist attraction']",,"Los Altos Park, 10100 Lomas Blvd NE, Albuquerque, NM 87112"
0x87189838568c5b33:0xd31842cbb8d2d7b8,Tinkertown Museum,Museum with Ross Ward's elaborate handmade dioramas of Old West scenes & antique toys.,"['Art gallery', 'Art museum', 'Historical landmark', 'Tourist attraction']",,"Tinkertown Museum, 121 Sandia Crest Rd, Sandia Park, NM 87047"
0x87220d2a464cfdc5:0xb18175d056d2b596,ABQ BioPark - Botanic Garden,"Sprawling collection of gardens with walking paths also features seasonal classes, tours & events.","['Botanical garden', 'Tourist attraction']",,"ABQ BioPark - Botanic Garden, 2601 Central Ave NW, Albuquerque, NM 87104"
0x8722732cb40f6125:0x3a626d01e038a7d9,The Candy Lady,"Mellow, long-running sweet shop selling handmade fudge, chocolates & old-fashioned candies.","['Candy store', 'Bakery']",,"The Candy Lady, parking lot now open for candy lady store, 424 San Felipe St NW, Albuquerque, NM 87104"
0x87220ca02200ab39:0x48ef02fae85ec42c,66 Diner,"Whimsical, retro diner featuring traditional diner fare amid a vintage jukebox & soda fountain.","['Diner', 'American restaurant', 'Hamburger restaurant', 'Restaurant']",$$,"66 Diner, 1405 Central Ave NE, Albuquerque, NM 87106"
0x87220cd353cdda2f:0xeebc72b575222339,Church Street Cafe,Local haunt for tried-and-true Southwestern fare including chile rellenos & carne adovada.,['Cafe'],$$,"Church Street Cafe, 2111 Church St NW, Albuquerque, NM 87104"
0x87227595b58cec45:0xd8dba62d939b98fc,Flying Star Cafe,"Relaxed cafe chain serving globally influenced American fare, including all-day breakfast.","['Cafe', 'American restaurant', 'Bakery', 'Breakfast restaurant', 'Diner', 'Hamburger restaurant', 'Wi-Fi spot']",$$,"Flying Star Cafe, 8000 Paseo Del Norte NE Bldg. D, Albuquerque, NM 87122"
0x87220b36739a31b3:0x43c4a7597d6351e8,I Scream Ice Cream,Retro kitsch lines the walls of this whimsical ice cream parlor with creative flavors & toppings.,"['Ice cream shop', 'Coffee shop', 'Dessert shop']",$,"I Scream Ice Cream, 2000 Carlisle Blvd NE, Albuquerque, NM 87110"
0x8722723f58fb0ac9:0xa701ac363a11be62,Mariposa Basin Park,"3 walking trail loops around ponds, a draw for bird watchers, plus playgrounds & sports fields.","['Park', 'Tourist attraction']",,"Mariposa Basin Park, 4900 Kachina St NW, Albuquerque, NM 87120"
0x87221c972035499d:0x3eefa0b1b1be5990,Lowe's Home Improvement,"Home-improvement chain for appliances, gardening supplies, tools & more (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Building materials supplier', 'Flooring store', 'Furniture store', 'Grill store', 'Hardware store', 'Lawn equipment rental service', 'Outdoor furniture store', 'Rug store']",$,"Lowe's Home Improvement, 1600 Main St NW, Los Lunas, NM 87031"
0x87220b824b440445:0x334d539f15903c24,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']",$$,"Applebee's Grill + Bar, 2000 Yale Blvd SE, Albuquerque, NM 87106"
0x87220acf084efb6f:0x3a808915680ee904,McAlister's Deli,"Easygoing counter-service chain known for its sandwiches, stuffed baked potatoes & sweet tea.","['Sandwich shop', 'Deli', 'Family restaurant', 'Fast food restaurant', 'Restaurant', 'Salad shop', 'Soup restaurant', 'Soup shop']",$$,"McAlister's Deli, 2200 Louisiana Blvd NE, Albuquerque, NM 87110"
0x87220ac50ed46f81:0x2747627a3416042d,Genghis Grill,Colorful chain with a large variety of ingredients for build-your-own Mongolian stir-fry bowls.,"['Mongolian barbecue restaurant', 'Asian restaurant', 'Bar & grill', 'Chinese restaurant', 'Pan-Asian restaurant', 'Restaurant', 'South Asian restaurant', 'Vegan restaurant', 'Vegetarian restaurant']",$$,"Genghis Grill, 2100 Louisiana Blvd NE #203, Albuquerque, NM 87110"
0x872271688d36229b:0x60141c87d64d41ca,Cottonwood Mall,"Clothing chain with trendy apparel, shoes & accessories for teen girls & young women.",['Shopping mall'],,"Cottonwood Mall, 10000 Coors Bypass NW, Albuquerque, NM 87114"
0x872274b5c9c01eab:0xc616520e9b16846e,Cost Plus World Market,"Retail chain featuring an eclectic array of imported housewares, furniture, decor & specialty foods.","['Furniture store', 'Glassware store', 'Kitchen supply store', 'Lighting store', 'Linens store', 'Outdoor furniture store', 'Rug store', 'Window treatment store']",$$,"Cost Plus World Market, 3301 Menaul Blvd NE, Albuquerque, NM 87107"
0x87220ad2369d45b5:0x3b37e4a00b058a6f,The Cheesecake Factory,American chain restaurant offering sizable portions from a vast menu including signature cheesecake,"['Restaurant', 'American restaurant', 'Dessert restaurant', 'Takeout Restaurant']",$$,"The Cheesecake Factory, 6600 Menaul Blvd NE, Albuquerque, NM 87110"
0x87220ac72956c92f:0x458af86832b9c0e,Regal Winrock IMAX & RPX,"Theater complex with multiple screens featuring new release films, plush seating & concession stand.","['Movie theater', 'IMAX theater']",,"Regal Winrock IMAX & RPX, 2100 Louisiana Blvd NE Building 400, Albuquerque, NM 87110"
0x87227427d328038f:0xa6203bc60c08c020,Anderson Abruzzo Albuquerque International Balloon Museum,Open & airy tri-level museum explores the history of ballooning & features a flight simulator.,"['Museum', 'Event venue', 'Tourist attraction']",,"Anderson Abruzzo Albuquerque International Balloon Museum, 9201 Balloon Museum Dr NE, Albuquerque, NM 87113"
0x87220c82405dd799:0x6c93f443ae5a2015,The Pit,"Dubbed ""The Pit,"" this multi-use arena is home to the University of New Mexico's basketball teams.","['Arena', 'Basketball court']",,"The Pit, 1111 University Blvd SE, Albuquerque, NM 87106"
0x8722716c8e9df077:0x5f79a45b199c0e85,Party City,"Retail chain stocking a wide range of themed party supplies, plus costumes & holiday decorations.","['Party store', 'Candy store', 'Costume store']",$$,"Party City, 10254 Coors Bypass NW, Albuquerque, NM 87114"
0x87220ac607815f9b:0x3d531a777c8eb85,Garduno's of Mexico,Regional chain known for traditionally prepared Mexican fare such as green chile & chimichangas.,['Mexican restaurant'],$$,"Garduno's of Mexico, 2100 Louisiana Blvd NE, Albuquerque, NM 87110"
0x87227168425a580f:0x7b252b753f7ea03d,Old Navy - with Curbside Pickup,"Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.","['Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Jeans shop', ""Men's clothing store"", ""Women's clothing store""]",$,"Old Navy - with Curbside Pickup, 10000 Coors Bypass NW, Albuquerque, NM 87114"
0x87220ad215e30f45:0xe81429023fcdc843,Macy's,"Department store chain providing brand-name clothing, accessories, home furnishings & housewares.","['Department store', 'Clothing store', 'Cosmetics store', 'Jewelry store', 'Mattress store']",$$,"Macy's, 6600 Menaul Blvd NE Ste 4000, Albuquerque, NM 87110"
0x87220ac5f222f82d:0xb4328e3f79db83db,Takumi Restaurant,Japanese restaurant in a bright red building offering sushi & sashimi to eat in or take away.,['Japanese restaurant'],$$,"Takumi Restaurant, 2100 Louisiana Blvd NE #800, Albuquerque, NM 87110"
0x87220ac427fec7d9:0x624c69a5b168d0b9,Winrock Town Center,"Long-running mall offering an up-to-date mix of stores & trendy eateries, plus a cinema & arcade.",['Shopping mall'],,"Winrock Town Center, 2100 Louisiana Blvd NE #51, Albuquerque, NM 87110"
0x87220b2cb2ce5f59:0xdcb99cfd13896f3,Mor Furniture for Less,"Long-running family-owned chain stocking a range of name-brand home furnishings, bedding & decor.","['Furniture store', 'Bedroom furniture store', ""Children's furniture store"", 'Furniture accessories', 'Home goods store', 'Mattress store', 'Sofa store']",,"Mor Furniture for Less, 4920 Menaul Blvd NE, Albuquerque, NM 87110"
0x8722732cd1b990c7:0x903f3372a1f6bed1,The Melting Pot,"Fondue restaurant chain offering heated pots of cheese, chocolate or broth for dipping & cooking.","['Fondue restaurant', 'Fine dining restaurant']",$$$,"The Melting Pot, 2201 Uptown Loop Rd NE Suite 1A, Albuquerque, NM 87110"
0x87220b3552ccefc3:0x80331b13c6dae0c2,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 2301 Carlisle Blvd NE, Albuquerque, NM 87110"
0x8718a01790ce143b:0xab4306072865f9f6,Mario's Pizzeria & Ristorante - Juan Tabo and Menaul,"Local Italian chain serving pizza, pasta, burgers & sandwiches in a relaxed setting.","['Italian restaurant', 'Dessert restaurant', 'Pasta shop', 'Pizza restaurant', 'Salad shop', 'Sandwich shop']",$$,"Mario's Pizzeria & Ristorante - Juan Tabo and Menaul, 11500 Menaul Blvd NE, Albuquerque, NM 87112"
0x87220d45f6851fc1:0x8c42355eba0ffd2d,Mac's La Sierra Coffee Shop,"Modest, time-tested spot turning out an array of familiar Mexican fare, including breakfast plates.","['Mexican restaurant', 'Coffee shop', 'Latin American restaurant']",$,"Mac's La Sierra Coffee Shop, 6217 Central Ave NW, Albuquerque, NM 87105"
0x8718a061a1018fb5:0xfa270b9b28cf68ba,Olive Garden Italian Restaurant,"Lively, family-friendly chain featuring Italian standards such as pastas & salads, with a full bar.","['Italian restaurant', 'Caterer', 'Family restaurant', 'Gluten-free restaurant', 'Takeout Restaurant', 'Seafood restaurant', 'Soup restaurant', 'Wine bar']",$$,"Olive Garden Italian Restaurant, 601 Juan Tabo Blvd NE, Albuquerque, NM 87123"
0x8722716ef1871c75:0xee75fea393ac0aea,Los Cuates,"Local restaurant & bar chain serving classic Mexican dishes & burgers in a relaxed, stylish space.","['Mexican restaurant', 'Latin American restaurant', 'Spanish restaurant']",$$,"Los Cuates, 10051 Coors Blvd NW, Albuquerque, NM 87114"
0x87220ae92272bba7:0x8e1d996c9c59c92e,The Cooperage Restaurant,Circa-1976 restaurant in a barrel-shaped building offers signature prime rib in an old-world space.,['Restaurant'],$$,"The Cooperage Restaurant, 7220 Lomas Blvd NE, Albuquerque, NM 87110"
0x872275b7e289b5d1:0x7a7fa1b7aac5d1c3,Kohl's,"Chain department store offering a wide selection of brand-name clothing, accessories & homewares.",['Department store'],$,"Kohl's, 6800 Holly Ave NE, Albuquerque, NM 87113"
0x8718a060e22f0609:0x4f033556f5d32bdd,Hobby Lobby,"Chain carrying a variety of arts & crafts materials, plus party supplies, fabric & home-decor items.","['Craft store', 'Corporate office', 'Fabric store', 'Hobby store', 'Home goods store', 'Picture frame shop', 'Scrapbooking store']",$$,"Hobby Lobby, 700A Juan Tabo Blvd NE, Albuquerque, NM 87123"
0x87226d5deec36fcf:0xd9e6292be82bcd9a,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 2119 Vista Oeste NW, Albuquerque, NM 87120"
0x87227493b5c7bc91:0x5e54853744c3b5ab,PetSmart,"Chain featuring a range of pets, supplies & food (most offer grooming, boarding & other services).","['Pet supply store', 'Pet boarding service', 'Pet groomer', 'Pet trainer']",,"PetSmart, 1424 Mercantile Ave NE, Albuquerque, NM 87107"
0x8722757274a0e97b:0x9f216b89eda2c91e,Whole Foods Market,"Eco-minded chain with natural & organic grocery items, housewares & other products (most sell wine).","['Grocery store', 'Health food store', 'Natural goods store', 'Supermarket']",$$$,"Whole Foods Market, 5815 Wyoming Blvd NE, Albuquerque, NM 87109"
0x8722758dc1ea65bb:0x31fae9499de55bb3,Jinja Bar & Bistro NE Heights,Sleek yet casual setting for a Pan-Asian menu & pre-Prohibition-era cocktails.,"['Asian fusion restaurant', 'Asian restaurant', 'Oyster bar restaurant']",$$,"Jinja Bar & Bistro NE Heights, 8900 Holly Ave NE B, Albuquerque, NM 87122"
0x87220aaaa59a4eab:0x8852a62e1bd745e9,Whataburger,"Circa-1950 fast-food chain for counter-serve burgers, some stacked with multiple patties.","['Restaurant', 'Breakfast restaurant', 'Chicken restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Takeout Restaurant']",$,"Whataburger, 9500 Candelaria Rd NE, Albuquerque, NM 87112"
0x872270eaafd40307:0x8e94bbf630f7c69,Dion's,"Casual Southwestern counter-serve chain, offering specialty pies, subs & salads, plus soft drinks.","['Pizza restaurant', 'Restaurant']",$,"Dion's, 4101 High Resort Blvd SE, Rio Rancho, NM 87124"
0x872271b30f4fa237:0x3e2599bb1b658792,Einstein Bros. Bagels,"Counter-service chain offering egg sandwiches, soups, salads, baked goods & a variety of bagels.","['Bagel shop', 'Bakery', 'Breakfast restaurant', 'Cafe', 'Coffee shop']",$,"Einstein Bros. Bagels, 1908 Wellspring Ave SE #100, Rio Rancho, NM 87124"
0x872270e144addab1:0x6d8c28e762f40c37,Weck's,Local chain serving hearty American breakfast & lunch fare in a casual setting with a retro vibe.,"['Brunch restaurant', 'Breakfast restaurant', 'Restaurant']",$$,"Weck's, 1620 Rio Rancho Blvd SE, Rio Rancho, NM 87124"
0x87220ac56b867ca5:0x31e2ba05e17fab72,la Madeleine French Bakery & Cafe Albuquerque,"Quaint French cafe chain serving rustic country fare, espresso & fresh-baked baguettes.","['Restaurant', 'Bakery', 'Cafe', 'Caterer']",$$,"la Madeleine French Bakery & Cafe Albuquerque, 2110 Louisiana Blvd NE, Albuquerque, NM 87110"
0x87220ce57ee8f239:0x380e1f46400b1749,El Paisa Taqueria,"Mexican dishes like tacos, gorditas & tortas served from a cash-only stand with a covered patio.","['Mexican restaurant', 'Restaurant']",$,"El Paisa Taqueria, 820 Bridge Blvd SW, Albuquerque, NM 87105"
0x87220ada9cca83bd:0x82710c298c678394,Buca di Beppo Italian Restaurant,Chain serving family-style Italian fare in a kitschy setting featuring red-&-white tablecloths.,['Italian restaurant'],$$,"Buca di Beppo Italian Restaurant, 6520 Americas Pkwy NE, Albuquerque, NM 87110"
0x86df83eb2d252d7d:0xb8d3be00244f2e9,Elephant Butte Lake State Park,"The state's largest park features camping & hiking, plus a huge lake with marinas & sandy beaches.","['State park', 'Tourist attraction']",,"Elephant Butte Lake State Park, 101 NM-195, Elephant Butte, NM 87935"
